# lab reference frame
#   0.0     0.0   -397.561548470
#  30.0     0.0   -397.561601190
#  60.0     0.0   -397.561721600
#  90.0     0.0   -397.561785550
# 120.0     0.0   -397.561720550
# 150.0     0.0   -397.561600050
# 180.0     0.0   -397.561548580
#  30.0   180.0   -397.561600080
#  60.0   180.0   -397.561720600
#  90.0   180.0   -397.561785460
# 120.0   180.0   -397.561721500
# 150.0   180.0   -397.561601050
#  30.0    90.0   -397.561597960
#  60.0    90.0   -397.561717840
#  90.0    90.0   -397.561783940
# 120.0    90.0   -397.561721000
# 150.0    90.0   -397.561600410
#  30.0   270.0   -397.561600490
#  60.0   270.0   -397.561721090
#  90.0   270.0   -397.561783980
# 120.0   270.0   -397.561717840
# 150.0   270.0   -397.561597990
#  90.0    30.0   -397.561782610
#  90.0    60.0   -397.561781990
#  90.0   120.0   -397.561782570
#  90.0   150.0   -397.561783360
#  90.0   210.0   -397.561782580
#  90.0   240.0   -397.561782030
#  90.0   300.0   -397.561782620
#  90.0   330.0   -397.561783460


# local reference frame
# Basis vectors
# [1.00000000, 0.00000000, 0.00000000]
# [0.00000000, 1.00000000, 0.00000000]
# [0.00000000, 0.00000000, 1.00000000]

   0.0     0.0   -397.561548470
  30.0     0.0   -397.561601190
  60.0     0.0   -397.561721600
  90.0     0.0   -397.561785550
 120.0     0.0   -397.561720550
 150.0     0.0   -397.561600050
 180.0     0.0   -397.561548580
  30.0   180.0   -397.561600080
  60.0   180.0   -397.561720600
  90.0   180.0   -397.561785460
 120.0   180.0   -397.561721500
 150.0   180.0   -397.561601050
  30.0    90.0   -397.561597960
  60.0    90.0   -397.561717840
  90.0    90.0   -397.561783940
 120.0    90.0   -397.561721000
 150.0    90.0   -397.561600410
  30.0   270.0   -397.561600490
  60.0   270.0   -397.561721090
  90.0   270.0   -397.561783980
 120.0   270.0   -397.561717840
 150.0   270.0   -397.561597990
  90.0    30.0   -397.561782610
  90.0    60.0   -397.561781990
  90.0   120.0   -397.561782570
  90.0   150.0   -397.561783360
  90.0   210.0   -397.561782580
  90.0   240.0   -397.561782030
  90.0   300.0   -397.561782620
  90.0   330.0   -397.561783460
